text,label,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,steeming
slamat menangis di gojek pagi pagi aliya,-1,"['slamat', 'menangis', 'di', 'gojek', 'pagi', 'pagi', 'aliya']",<FreqDist with 6 samples and 7 outcomes>,"['slamat', 'menangis', 'gojek', 'pagi', 'pagi', 'aliya']","['slamat', 'menang', 'gojek', 'pagi', 'pagi', 'aliya']"
Hidup itu harus berjalan kalau nggak mau pake gojek aja,1,"['Hidup', 'itu', 'harus', 'berjalan', 'kalau', 'nggak', 'mau', 'pake', 'gojek', 'aja']",<FreqDist with 10 samples and 10 outcomes>,"['Hidup', 'berjalan', 'nggak', 'pake', 'gojek']","['hidup', 'jalan', 'nggak', 'pake', 'gojek']"
resto di gojek yang suka ada promo gede gedean apa ya aku maw makan woi laper,1,"['resto', 'di', 'gojek', 'yang', 'suka', 'ada', 'promo', 'gede', 'gedean', 'apa', 'ya', 'aku', 'maw', 'makan', 'woi', 'laper']",<FreqDist with 16 samples and 16 outcomes>,"['resto', 'gojek', 'suka', 'promo', 'gede', 'gedean', 'maw', 'makan', 'laper']","['resto', 'gojek', 'suka', 'promo', 'gede', 'gede', 'maw', 'makan', 'laper']"
Kalo pp gojek ya mending ngekos nder kecuali kalo pake kendaraan sendiri mending pp,1,"['Kalo', 'pp', 'gojek', 'ya', 'mending', 'ngekos', 'nder', 'kecuali', 'kalo', 'pake', 'kendaraan', 'sendiri', 'mending', 'pp']",<FreqDist with 12 samples and 14 outcomes>,"['Kalo', 'gojek', 'mending', 'ngekos', 'kecuali', 'pake', 'kendaraan', 'mending']","['kalo', 'gojek', 'mending', 'ngekos', 'kecuali', 'pake', 'kendara', 'mending']"
maximgojekgrab orang rumah gamau nganter awikwok,1,"['maximgojekgrab', 'orang', 'rumah', 'gamau', 'nganter', 'awikwok']",<FreqDist with 6 samples and 6 outcomes>,"['maximgojekgrab', 'rumah', 'gamau', 'nganter', 'awikwok']","['maximgojekgrab', 'rumah', 'gamau', 'nganter', 'awikwok']"
id Tambahi gojek cilik apik,1,"['id', 'Tambahi', 'gojek', 'cilik', 'apik']",<FreqDist with 5 samples and 5 outcomes>,"['id', 'Tambahi', 'gojek', 'cilik', 'apik']","['id', 'tambah', 'gojek', 'cilik', 'apik']"
udah ga compatible lagi kayanya gojek di hp gue yg dulu juga sebelumnya work kaya biasa terus makin sering minta update akhirnya pas terakhir update bbrp hari kemudian ga work dibuka terus ke close sendiri appnya sampe gue uninstall dan install lagi masih gitu,-1,"['udah', 'ga', 'compatible', 'lagi', 'kayanya', 'gojek', 'di', 'hp', 'gue', 'yg', 'dulu', 'juga', 'sebelumnya', 'work', 'kaya', 'biasa', 'terus', 'makin', 'sering', 'minta', 'update', 'akhirnya', 'pas', 'terakhir', 'update', 'bbrp', 'hari', 'kemudian', 'ga', 'work', 'dibuka', 'terus', 'ke', 'close', 'sendiri', 'appnya', 'sampe', 'gue', 'uninstall', 'dan', 'install', 'lagi', 'masih', 'gitu']",<FreqDist with 38 samples and 44 outcomes>,"['compatible', 'kayanya', 'gojek', 'hp', 'gue', 'work', 'kaya', 'pas', 'bbrp', 'work', 'dibuka', 'close', 'appnya', 'sampe', 'gue', 'uninstall', 'install']","['compatible', 'kaya', 'gojek', 'hp', 'gue', 'work', 'kaya', 'pas', 'bbrp', 'work', 'buka', 'close', 'appnya', 'sampe', 'gue', 'uninstall', 'install']"
Kuliah kehidupan emang enak bener kalo sama sopir Blue Bird dan Gojek Dapet cerita dari tiap klien dan dari segala sisi,1,"['Kuliah', 'kehidupan', 'emang', 'enak', 'bener', 'kalo', 'sama', 'sopir', 'Blue', 'Bird', 'dan', 'Gojek', 'Dapet', 'cerita', 'dari', 'tiap', 'klien', 'dan', 'dari', 'segala', 'sisi']",<FreqDist with 19 samples and 21 outcomes>,"['Kuliah', 'kehidupan', 'emang', 'bener', 'sopir', 'Blue', 'Bird', 'Gojek', 'Dapet', 'cerita', 'klien', 'sisi']","['kuliah', 'hidup', 'emang', 'bener', 'sopir', 'blue', 'bird', 'gojek', 'dapet', 'cerita', 'klien', 'sisi']"
gojek bisa grab bisa atau ga maxim juga bisa,1,"['gojek', 'bisa', 'grab', 'bisa', 'atau', 'ga', 'maxim', 'juga', 'bisa']",<FreqDist with 7 samples and 9 outcomes>,"['gojek', 'grab', 'maxim']","['gojek', 'grab', 'maxim']"
Nah  cant Gue dah nangis di gojek ni bacanya,-1,"['Nah', 'cant', 'Gue', 'dah', 'nangis', 'di', 'gojek', 'ni', 'bacanya']",<FreqDist with 9 samples and 9 outcomes>,"['Nah', 'cant', 'Gue', 'nangis', 'gojek', 'bacanya']","['nah', 'cant', 'gue', 'nang', 'gojek', 'baca']"
Bpk gojek pnyelmat dunia,1,"['Bpk', 'gojek', 'pnyelmat', 'dunia']",<FreqDist with 4 samples and 4 outcomes>,"['Bpk', 'gojek', 'pnyelmat', 'dunia']","['bpk', 'gojek', 'pnyelmat', 'dunia']"
Knp gojek gw  prnh ada promo sih,-1,"['Knp', 'gojek', 'gw', 'prnh', 'ada', 'promo', 'sih']",<FreqDist with 7 samples and 7 outcomes>,"['Knp', 'gojek', 'prnh', 'promo']","['knp', 'gojek', 'prnh', 'promo']"
Aku gk suka gojek motor bebek soalnya kadang oper giginya gk enak,-1,"['Aku', 'gk', 'suka', 'gojek', 'motor', 'bebek', 'soalnya', 'kadang', 'oper', 'giginya', 'gk', 'enak']",<FreqDist with 11 samples and 12 outcomes>,"['Aku', 'suka', 'gojek', 'motor', 'bebek', 'kadang', 'oper', 'giginya']","['aku', 'suka', 'gojek', 'motor', 'bebek', 'kadang', 'oper', 'gigi']"
Alkaff Perasaan dulu uber ada tp skrg gojek sama grab ga ada,-1,"['Alkaff', 'Perasaan', 'dulu', 'uber', 'ada', 'tp', 'skrg', 'gojek', 'sama', 'grab', 'ga', 'ada']",<FreqDist with 11 samples and 12 outcomes>,"['Alkaff', 'Perasaan', 'uber', 'gojek', 'grab']","['alkaff', 'asa', 'uber', 'gojek', 'grab']"
Terima kasih kak sudah jadi pelanggan Gojek,1,"['Terima', 'kasih', 'kak', 'sudah', 'jadi', 'pelanggan', 'Gojek']",<FreqDist with 7 samples and 7 outcomes>,"['Terima', 'kasih', 'pelanggan', 'Gojek']","['terima', 'kasih', 'langgan', 'gojek']"
berasa pesen di gojek gue,-1,"['berasa', 'pesen', 'di', 'gojek', 'gue']",<FreqDist with 5 samples and 5 outcomes>,"['berasa', 'pesen', 'gojek', 'gue']","['asa', 'sen', 'gojek', 'gue']"
Dari rumah bener harus pake gojek dulu at least menuju stasiun commuter terdekat Akhirnya ya butuh juga motor Plgan nanti kalo udah pindah ke apartemen tinggal jalan kaki menit nyampe,1,"['Dari', 'rumah', 'bener', 'harus', 'pake', 'gojek', 'dulu', 'at', 'least', 'menuju', 'stasiun', 'commuter', 'terdekat', 'Akhirnya', 'ya', 'butuh', 'juga', 'motor', 'Plgan', 'nanti', 'kalo', 'udah', 'pindah', 'ke', 'apartemen', 'tinggal', 'jalan', 'kaki', 'menit', 'nyampe']",<FreqDist with 30 samples and 30 outcomes>,"['Dari', 'rumah', 'bener', 'pake', 'gojek', 'least', 'stasiun', 'commuter', 'terdekat', 'Akhirnya', 'butuh', 'motor', 'Plgan', 'pindah', 'apartemen', 'tinggal', 'jalan', 'kaki', 'menit', 'nyampe']","['dari', 'rumah', 'bener', 'pake', 'gojek', 'least', 'stasiun', 'commuter', 'dekat', 'akhir', 'butuh', 'motor', 'plgan', 'pindah', 'apartemen', 'tinggal', 'jalan', 'kaki', 'menit', 'nyampe']"
sudah sarapan pagi ini Gojek baik banget sih,1,"['sudah', 'sarapan', 'pagi', 'ini', 'Gojek', 'baik', 'banget', 'sih']",<FreqDist with 8 samples and 8 outcomes>,"['sarapan', 'pagi', 'Gojek', 'banget']","['sarap', 'pagi', 'gojek', 'banget']"
bocah tolol gue naik gojek voucher nya ga diapply,-1,"['bocah', 'tolol', 'gue', 'naik', 'gojek', 'voucher', 'nya', 'ga', 'diapply']",<FreqDist with 9 samples and 9 outcomes>,"['bocah', 'tolol', 'gue', 'gojek', 'voucher', 'diapply']","['bocah', 'tolol', 'gue', 'gojek', 'voucher', 'diapply']"
kenapa ya gojek ini jalannya lambat bener kayak astagaaaa nge gas dong mas,-1,"['kenapa', 'ya', 'gojek', 'ini', 'jalannya', 'lambat', 'bener', 'kayak', 'astagaaaa', 'nge', 'gas', 'dong', 'mas']",<FreqDist with 13 samples and 13 outcomes>,"['gojek', 'jalannya', 'lambat', 'bener', 'astagaaaa', 'gas']","['gojek', 'jalan', 'lambat', 'bener', 'astagaaaa', 'gas']"
aaaaaa kesel bgt sama gojek,-1,"['aaaaaa', 'kesel', 'bgt', 'sama', 'gojek']",<FreqDist with 5 samples and 5 outcomes>,"['aaaaaa', 'kesel', 'gojek']","['aaaaaa', 'kesel', 'gojek']"
diingetin sarapan sm ayang diingetin sarapan sm gojek,1,"['diingetin', 'sarapan', 'sm', 'ayang', 'diingetin', 'sarapan', 'sm', 'gojek']",<FreqDist with 5 samples and 8 outcomes>,"['diingetin', 'sarapan', 'sm', 'ayang', 'diingetin', 'sarapan', 'sm', 'gojek']","['diingetin', 'sarap', 'sm', 'ayang', 'diingetin', 'sarap', 'sm', 'gojek']"
GW DIPANGGIL BUK SAMA PAK GOJEK APAKAH  TERLIHAT SETUA ITU TT,-1,"['GW', 'DIPANGGIL', 'BUK', 'SAMA', 'PAK', 'GOJEK', 'APAKAH', 'TERLIHAT', 'SETUA', 'ITU', 'TT']",<FreqDist with 11 samples and 11 outcomes>,"['GW', 'DIPANGGIL', 'BUK', 'SAMA', 'PAK', 'GOJEK', 'APAKAH', 'TERLIHAT', 'SETUA', 'ITU', 'TT']","['gw', 'panggil', 'buk', 'sama', 'pak', 'gojek', 'apakah', 'lihat', 'tua', 'itu', 'tt']"
anjir bisa bisanya nebeng gue apa apa sendiri Padahal banyak aplikasi gojek,1,"['anjir', 'bisa', 'bisanya', 'nebeng', 'gue', 'apa', 'apa', 'sendiri', 'Padahal', 'banyak', 'aplikasi', 'gojek']",<FreqDist with 11 samples and 12 outcomes>,"['anjir', 'bisanya', 'nebeng', 'gue', 'Padahal', 'aplikasi', 'gojek']","['anjir', 'bisa', 'nebeng', 'gue', 'padahal', 'aplikasi', 'gojek']"
ada tempat masuk khusus gojek kok nder ntar drivernya jg pasti tauuu,1,"['ada', 'tempat', 'masuk', 'khusus', 'gojek', 'kok', 'nder', 'ntar', 'drivernya', 'jg', 'pasti', 'tauuu']",<FreqDist with 12 samples and 12 outcomes>,"['gojek', 'drivernya', 'tauuu']","['gojek', 'drivernya', 'tauuu']"
Ayang Gojek baik bgt kasi ide buat sarapan haha,1,"['Ayang', 'Gojek', 'baik', 'bgt', 'kasi', 'ide', 'buat', 'sarapan', 'haha']",<FreqDist with 9 samples and 9 outcomes>,"['Ayang', 'Gojek', 'kasi', 'ide', 'sarapan']","['ayang', 'gojek', 'kasi', 'ide', 'sarap']"
mjb ya guys jare mbakku lek kota besar worth it an gojek,1,"['mjb', 'ya', 'guys', 'jare', 'mbakku', 'lek', 'kota', 'besar', 'worth', 'it', 'an', 'gojek']",<FreqDist with 12 samples and 12 outcomes>,"['mjb', 'jare', 'mbakku', 'lek', 'kota', 'worth', 'gojek']","['mjb', 'jare', 'mbak', 'lek', 'kota', 'worth', 'gojek']"
tementemen yang pernah ke Hartono Mall Jogja naik gojek sender mau tanya dong ini ntar habis turun terus jalan,1,"['tementemen', 'yang', 'pernah', 'ke', 'Hartono', 'Mall', 'Jogja', 'naik', 'gojek', 'sender', 'mau', 'tanya', 'dong', 'ini', 'ntar', 'habis', 'turun', 'terus', 'jalan']",<FreqDist with 19 samples and 19 outcomes>,"['tementemen', 'Hartono', 'Mall', 'Jogja', 'gojek', 'sender', 'habis', 'turun', 'jalan']","['tementemen', 'hartono', 'mall', 'jogja', 'gojek', 'sender', 'habis', 'turun', 'jalan']"
Dulu di jurang belimbing skrg di gang nirwanasari jln banjarsari Kampusnya fpik Lumayan sih jalannya wkwkwk biasanya kalo pulang doang jalan berangkatnya ttp cari tebengangojek,1,"['Dulu', 'di', 'jurang', 'belimbing', 'skrg', 'di', 'gang', 'nirwanasari', 'jln', 'banjarsari', 'Kampusnya', 'fpik', 'Lumayan', 'sih', 'jalannya', 'wkwkwk', 'biasanya', 'kalo', 'pulang', 'doang', 'jalan', 'berangkatnya', 'ttp', 'cari', 'tebengangojek']",<FreqDist with 24 samples and 25 outcomes>,"['Dulu', 'jurang', 'belimbing', 'gang', 'nirwanasari', 'banjarsari', 'Kampusnya', 'fpik', 'Lumayan', 'jalannya', 'pulang', 'doang', 'jalan', 'berangkatnya', 'ttp', 'cari', 'tebengangojek']","['dulu', 'jurang', 'belimbing', 'gang', 'nirwanasari', 'banjarsari', 'kampus', 'fpik', 'lumayan', 'jalan', 'pulang', 'doang', 'jalan', 'berangkat', 'ttp', 'cari', 'tebengangojek']"
gojek mahal bgt anjeng sekarang,-1,"['gojek', 'mahal', 'bgt', 'anjeng', 'sekarang']",<FreqDist with 5 samples and 5 outcomes>,"['gojek', 'mahal', 'anjeng']","['gojek', 'mahal', 'anjeng']"
Gojek kali ini Aerox Berasa tinggi banget deh kursi penumpangnya sungguh helicopter view,-1,"['Gojek', 'kali', 'ini', 'Aerox', 'Berasa', 'tinggi', 'banget', 'deh', 'kursi', 'penumpangnya', 'sungguh', 'helicopter', 'view']",<FreqDist with 13 samples and 13 outcomes>,"['Gojek', 'Aerox', 'Berasa', 'banget', 'kursi', 'penumpangnya', 'sungguh', 'helicopter', 'view']","['gojek', 'aerox', 'asa', 'banget', 'kursi', 'tumpang', 'sungguh', 'helicopter', 'view']"
tiap weekend alih profesi jd gojek,1,"['tiap', 'weekend', 'alih', 'profesi', 'jd', 'gojek']",<FreqDist with 6 samples and 6 outcomes>,"['weekend', 'alih', 'profesi', 'gojek']","['weekend', 'alih', 'profesi', 'gojek']"
ugmfess guys kalo ke hartono naik gojek ntar turun di bagian sini terus masuk mall nya lewat jalan yang situ kah,1,"['ugmfess', 'guys', 'kalo', 'ke', 'hartono', 'naik', 'gojek', 'ntar', 'turun', 'di', 'bagian', 'sini', 'terus', 'masuk', 'mall', 'nya', 'lewat', 'jalan', 'yang', 'situ', 'kah']",<FreqDist with 21 samples and 21 outcomes>,"['ugmfess', 'hartono', 'gojek', 'turun', 'mall', 'jalan', 'situ']","['ugmfess', 'hartono', 'gojek', 'turun', 'mall', 'jalan', 'situ']"
Jam setengah turun dari Setiabudi ke RSHS naik gojek pake celana pendek itu bukan ide yang bagus ya guys terlebih lagi Bandung emang lagi dingin ditambah pagi ini mendung,-1,"['Jam', 'setengah', 'turun', 'dari', 'Setiabudi', 'ke', 'RSHS', 'naik', 'gojek', 'pake', 'celana', 'pendek', 'itu', 'bukan', 'ide', 'yang', 'bagus', 'ya', 'guys', 'terlebih', 'lagi', 'Bandung', 'emang', 'lagi', 'dingin', 'ditambah', 'pagi', 'ini', 'mendung']",<FreqDist with 28 samples and 29 outcomes>,"['Jam', 'turun', 'Setiabudi', 'RSHS', 'gojek', 'pake', 'celana', 'pendek', 'ide', 'bagus', 'Bandung', 'emang', 'dingin', 'ditambah', 'pagi', 'mendung']","['jam', 'turun', 'setiabudi', 'rshs', 'gojek', 'pake', 'celana', 'pendek', 'ide', 'bagus', 'bandung', 'emang', 'dingin', 'tambah', 'pagi', 'mendung']"
not me mewek di gojek,-1,"['not', 'me', 'mewek', 'di', 'gojek']",<FreqDist with 5 samples and 5 outcomes>,"['not', 'mewek', 'gojek']","['not', 'mewek', 'gojek']"
ada tetot tetot yg bantu penyebrangan mostly jalannya satu jalur semua jd klo naek gojek brgkt sm pulangny beda jalur,1,"['ada', 'tetot', 'tetot', 'yg', 'bantu', 'penyebrangan', 'mostly', 'jalannya', 'satu', 'jalur', 'semua', 'jd', 'klo', 'naek', 'gojek', 'brgkt', 'sm', 'pulangny', 'beda', 'jalur']",<FreqDist with 18 samples and 20 outcomes>,"['tetot', 'tetot', 'bantu', 'penyebrangan', 'mostly', 'jalannya', 'jalur', 'naek', 'gojek', 'brgkt', 'sm', 'pulangny', 'beda', 'jalur']","['tetot', 'tetot', 'bantu', 'penyebrangan', 'mostly', 'jalan', 'jalur', 'naek', 'gojek', 'brgkt', 'sm', 'pulangny', 'beda', 'jalur']"
liat ini baru namanya masterpiece by ayang gojek,1,"['liat', 'ini', 'baru', 'namanya', 'masterpiece', 'by', 'ayang', 'gojek']",<FreqDist with 8 samples and 8 outcomes>,"['liat', 'namanya', 'masterpiece', 'ayang', 'gojek']","['liat', 'nama', 'masterpiece', 'ayang', 'gojek']"
Sebenernya lebih boros beli tp bisa aja sih kalo ada promoan gitu di gojekgrab sekalian beli agak banyak,-1,"['Sebenernya', 'lebih', 'boros', 'beli', 'tp', 'bisa', 'aja', 'sih', 'kalo', 'ada', 'promoan', 'gitu', 'di', 'gojekgrab', 'sekalian', 'beli', 'agak', 'banyak']",<FreqDist with 17 samples and 18 outcomes>,"['Sebenernya', 'boros', 'beli', 'promoan', 'gojekgrab', 'beli']","['sebenernya', 'boros', 'beli', 'promoan', 'gojekgrab', 'beli']"
woy duit gweh abis naik gojek mulu,-1,"['woy', 'duit', 'gweh', 'abis', 'naik', 'gojek', 'mulu']",<FreqDist with 7 samples and 7 outcomes>,"['duit', 'gweh', 'abis', 'gojek', 'mulu']","['duit', 'gweh', 'abis', 'gojek', 'mulu']"
cara topup sama abang gojek tuh gimana ini topup nya khusus goride gitu,1,"['cara', 'topup', 'sama', 'abang', 'gojek', 'tuh', 'gimana', 'ini', 'topup', 'nya', 'khusus', 'goride', 'gitu']",<FreqDist with 12 samples and 13 outcomes>,"['topup', 'abang', 'gojek', 'topup', 'goride']","['topup', 'abang', 'gojek', 'topup', 'goride']"
No thx gojek,-1,"['No', 'thx', 'gojek']",<FreqDist with 3 samples and 3 outcomes>,"['No', 'thx', 'gojek']","['no', 'thx', 'gojek']"
Si abang gojek fetishnya denger desahan penumpang yg ketakutan,-1,"['Si', 'abang', 'gojek', 'fetishnya', 'denger', 'desahan', 'penumpang', 'yg', 'ketakutan']",<FreqDist with 9 samples and 9 outcomes>,"['Si', 'abang', 'gojek', 'fetishnya', 'denger', 'desahan', 'penumpang', 'ketakutan']","['si', 'abang', 'gojek', 'fetishnya', 'denger', 'desah', 'tumpang', 'takut']"
Kalau semua produk Google diblokir mendadak Gojek harus bikin peta sendiri kagak make Maps Google,-1,"['Kalau', 'semua', 'produk', 'Google', 'diblokir', 'mendadak', 'Gojek', 'harus', 'bikin', 'peta', 'sendiri', 'kagak', 'make', 'Maps', 'Google']",<FreqDist with 14 samples and 15 outcomes>,"['Kalau', 'produk', 'Google', 'diblokir', 'mendadak', 'Gojek', 'peta', 'make', 'Maps', 'Google']","['kalau', 'produk', 'google', 'blokir', 'dadak', 'gojek', 'peta', 'make', 'maps', 'google']"
kaget buka akun gojek tiba tiba ada tagihan ongkos parkir anjj kenapa ga ngomong sii  yg yg dari vows ke buname ini,-1,"['kaget', 'buka', 'akun', 'gojek', 'tiba', 'tiba', 'ada', 'tagihan', 'ongkos', 'parkir', 'anjj', 'kenapa', 'ga', 'ngomong', 'sii', 'yg', 'yg', 'dari', 'vows', 'ke', 'buname', 'ini']",<FreqDist with 20 samples and 22 outcomes>,"['kaget', 'buka', 'akun', 'gojek', 'tagihan', 'ongkos', 'parkir', 'anjj', 'ngomong', 'sii', 'vows', 'buname']","['kaget', 'buka', 'akun', 'gojek', 'tagih', 'ongkos', 'parkir', 'anjj', 'ngomong', 'sii', 'vows', 'buname']"
brsma bpk gojek trcintah,1,"['brsma', 'bpk', 'gojek', 'trcintah']",<FreqDist with 4 samples and 4 outcomes>,"['brsma', 'bpk', 'gojek', 'trcintah']","['brsma', 'bpk', 'gojek', 'trcintah']"
RT holic Pagi ngakak gara ini Seonho Driver Gojek,1,"['RT', 'holic', 'Pagi', 'ngakak', 'gara', 'ini', 'Seonho', 'Driver', 'Gojek']",<FreqDist with 9 samples and 9 outcomes>,"['RT', 'holic', 'Pagi', 'ngakak', 'gara', 'Seonho', 'Driver', 'Gojek']","['rt', 'holic', 'pagi', 'ngakak', 'gara', 'seonho', 'driver', 'gojek']"
kayaknya abang gojek  tadi itu sama kayak yang kemaren dah,1,"['kayaknya', 'abang', 'gojek', 'tadi', 'itu', 'sama', 'kayak', 'yang', 'kemaren', 'dah']",<FreqDist with 10 samples and 10 outcomes>,"['kayaknya', 'abang', 'gojek', 'kemaren']","['kayak', 'abang', 'gojek', 'kemaren']"
maksudnya di cgk nya ca gojek grab lah ya,1,"['maksudnya', 'di', 'cgk', 'nya', 'ca', 'gojek', 'grab', 'lah', 'ya']",<FreqDist with 9 samples and 9 outcomes>,"['maksudnya', 'cgk', 'gojek', 'grab']","['maksud', 'cgk', 'gojek', 'grab']"
woii anying gojek jam segini rb asuu,-1,"['woii', 'anying', 'gojek', 'jam', 'segini', 'rb', 'asuu']",<FreqDist with 7 samples and 7 outcomes>,"['anying', 'gojek', 'jam', 'segini', 'asuu']","['anying', 'gojek', 'jam', 'gin', 'asuu']"
gw mau mesen gojek tapi maleeesss pengen tidur,-1,"['gw', 'mau', 'mesen', 'gojek', 'tapi', 'maleeesss', 'pengen', 'tidur']",<FreqDist with 8 samples and 8 outcomes>,"['mesen', 'gojek', 'maleeesss', 'pengen', 'tidur']","['mesen', 'gojek', 'maleeesss', 'ken', 'tidur']"
apk nya ga compatible sama hp sender kayanya gue pernah kaya gini tapi apk gojek di hp gue yang dulu,-1,"['apk', 'nya', 'ga', 'compatible', 'sama', 'hp', 'sender', 'kayanya', 'gue', 'pernah', 'kaya', 'gini', 'tapi', 'apk', 'gojek', 'di', 'hp', 'gue', 'yang', 'dulu']",<FreqDist with 17 samples and 20 outcomes>,"['apk', 'compatible', 'hp', 'sender', 'kayanya', 'gue', 'kaya', 'gini', 'apk', 'gojek', 'hp', 'gue']","['apk', 'compatible', 'hp', 'sender', 'kaya', 'gue', 'kaya', 'gin', 'apk', 'gojek', 'hp', 'gue']"
hadue ga dulu ngitung diskon gojek aje bingung,-1,"['hadue', 'ga', 'dulu', 'ngitung', 'diskon', 'gojek', 'aje', 'bingung']",<FreqDist with 8 samples and 8 outcomes>,"['hadue', 'ngitung', 'diskon', 'gojek', 'aje', 'bingung']","['hadue', 'ngitung', 'diskon', 'gojek', 'aje', 'bingung']"
Owalahh beli sendiri ya apa pake gojek kecapekan tuh,1,"['Owalahh', 'beli', 'sendiri', 'ya', 'apa', 'pake', 'gojek', 'kecapekan', 'tuh']",<FreqDist with 9 samples and 9 outcomes>,"['Owalahh', 'beli', 'pake', 'gojek', 'kecapekan']","['owalahh', 'beli', 'pake', 'gojek', 'cape']"
Untungnya si cs ada di kota Bandung jadi rusak butuh cepet bisa di kirim gojek ga sampe jam sampe pentingnya,1,"['Untungnya', 'si', 'cs', 'ada', 'di', 'kota', 'Bandung', 'jadi', 'rusak', 'butuh', 'cepet', 'bisa', 'di', 'kirim', 'gojek', 'ga', 'sampe', 'jam', 'sampe', 'pentingnya']",<FreqDist with 18 samples and 20 outcomes>,"['Untungnya', 'cs', 'kota', 'Bandung', 'rusak', 'butuh', 'cepet', 'kirim', 'gojek', 'sampe', 'jam', 'sampe']","['untung', 'cs', 'kota', 'bandung', 'rusak', 'butuh', 'cepet', 'kirim', 'gojek', 'sampe', 'jam', 'sampe']"
capek bgt gaada gojek dsni tidak bisa gofood,-1,"['capek', 'bgt', 'gaada', 'gojek', 'dsni', 'tidak', 'bisa', 'gofood']",<FreqDist with 8 samples and 8 outcomes>,"['capek', 'gaada', 'gojek', 'dsni', 'gofood']","['capek', 'gaada', 'gojek', 'dsni', 'gofood']"
Dari drama sama kang grab nd gojek dr pagi kena tegor atasan mulut pait mual lemes kaga udahudah siku kepento,-1,"['Dari', 'drama', 'sama', 'kang', 'grab', 'nd', 'gojek', 'dr', 'pagi', 'kena', 'tegor', 'atasan', 'mulut', 'pait', 'mual', 'lemes', 'kaga', 'udahudah', 'siku', 'kepento']",<FreqDist with 20 samples and 20 outcomes>,"['Dari', 'drama', 'kang', 'grab', 'nd', 'gojek', 'pagi', 'tegor', 'atasan', 'mulut', 'pait', 'mual', 'lemes', 'kaga', 'udahudah', 'siku', 'kepento']","['dari', 'drama', 'kang', 'grab', 'nd', 'gojek', 'pagi', 'tegor', 'atas', 'mulut', 'pait', 'mual', 'lemes', 'kaga', 'udahudah', 'siku', 'kepento']"
ibarat naik gojek ke gunung everest alias gabakalan sampe,-1,"['ibarat', 'naik', 'gojek', 'ke', 'gunung', 'everest', 'alias', 'gabakalan', 'sampe']",<FreqDist with 9 samples and 9 outcomes>,"['gojek', 'gunung', 'everest', 'alias', 'gabakalan', 'sampe']","['gojek', 'gunung', 'everest', 'alias', 'gabakalan', 'sampe']"
Selalu happy naik gojek,1,"['Selalu', 'happy', 'naik', 'gojek']",<FreqDist with 4 samples and 4 outcomes>,"['Selalu', 'happy', 'gojek']","['selalu', 'happy', 'gojek']"
Dilema pulang dari Bogor Turun St Karet lanjut gojek ke kos muacettttnya nauzubillah Lanjut St Tanah ,-1,"['Dilema', 'pulang', 'dari', 'Bogor', 'Turun', 'St', 'Karet', 'lanjut', 'gojek', 'ke', 'kos', 'muacettttnya', 'nauzubillah', 'Lanjut', 'St', 'Tanah']",<FreqDist with 15 samples and 16 outcomes>,"['Dilema', 'pulang', 'Bogor', 'Turun', 'St', 'Karet', 'gojek', 'kos', 'muacettttnya', 'nauzubillah', 'Lanjut', 'St', 'Tanah']","['dilema', 'pulang', 'bogor', 'turun', 'st', 'karet', 'gojek', 'kos', 'muacettttnya', 'nauzubillah', 'lanjut', 'st', 'tanah']"
xxi cafe bs gojek tidak si,1,"['xxi', 'cafe', 'bs', 'gojek', 'tidak', 'si']",<FreqDist with 6 samples and 6 outcomes>,"['xxi', 'cafe', 'gojek']","['xxi', 'cafe', 'gojek']"
PERNAAHH sm mas gojek tetangga ke sodara jg dll yg always gw temuin dan nyambungg galupa sedekah jugaa,1,"['PERNAAHH', 'sm', 'mas', 'gojek', 'tetangga', 'ke', 'sodara', 'jg', 'dll', 'yg', 'always', 'gw', 'temuin', 'dan', 'nyambungg', 'galupa', 'sedekah', 'jugaa']",<FreqDist with 18 samples and 18 outcomes>,"['PERNAAHH', 'sm', 'gojek', 'tetangga', 'sodara', 'temuin', 'nyambungg', 'galupa', 'sedekah']","['pernaahh', 'sm', 'gojek', 'tetangga', 'sodara', 'temuin', 'nyambungg', 'galupa', 'sedekah']"
